date,name,value
2009-02-28,Alt Commodities,-4.457634399999999
2009-03-31,Alt Commodities,3.578165000000011
2009-04-30,Alt Commodities,0.7158717999999897
2009-05-31,Alt Commodities,12.985059999999994
2009-06-30,Alt Commodities,-1.919274999999998
2009-07-31,Alt Commodities,3.2140376999999942
2009-08-31,Alt Commodities,-0.5999369999999948
2009-09-30,Alt Commodities,1.558860800000006
2009-10-31,Alt Commodities,3.2706810000000086
2009-11-30,Alt Commodities,3.5107549999999987
2009-12-31,Alt Commodities,1.9706084999999929
2010-01-31,Alt Commodities,-7.284922999999999
2010-02-28,Alt Commodities,3.7014290999999977
2010-03-31,Alt Commodities,-1.2603487999999996
2010-04-30,Alt Commodities,1.9256498000000066
2010-05-31,Alt Commodities,-6.935754999999999
2010-06-30,Alt Commodities,0.30229289999998965
2010-07-31,Alt Commodities,6.755600499999992
2010-08-31,Alt Commodities,-2.5619044000000035
2010-09-30,Alt Commodities,7.242841000000011
2010-10-31,Alt Commodities,4.966932300000004
2010-11-30,Alt Commodities,-0.36741903000000464
2010-12-31,Alt Commodities,10.670833999999996
2011-01-31,Alt Commodities,0.9871245000000028
2011-02-28,Alt Commodities,1.3019142999999955
2011-03-31,Alt Commodities,2.047632499999996
2011-04-30,Alt Commodities,3.4511189999999914
2011-05-31,Alt Commodities,-5.0639667999999975
2011-06-30,Alt Commodities,-5.051123000000002
2011-07-31,Alt Commodities,2.9553256000000028
2011-08-31,Alt Commodities,0.9918759000000055
2011-09-30,Alt Commodities,-14.739197000000004
2011-10-31,Alt Commodities,6.615422699999995
2011-11-30,Alt Commodities,-2.222926000000003
2011-12-31,Alt Commodities,-3.7529582999999977
2012-01-31,Alt Commodities,2.4668860000000015
2012-02-29,Alt Commodities,2.6857466999999913
2012-03-31,Alt Commodities,-4.148030000000002
2012-04-30,Alt Commodities,-0.43531476999999485
2012-05-31,Alt Commodities,-9.140340000000002
2012-06-30,Alt Commodities,5.4836050000000025
2012-07-31,Alt Commodities,6.457895000000002
2012-08-31,Alt Commodities,1.2837387000000033
2012-09-30,Alt Commodities,1.6930751000000077
2012-10-31,Alt Commodities,-3.8856062999999996
2012-11-30,Alt Commodities,0.03775638000000914
2012-12-31,Alt Commodities,-2.6183654999999972
2013-01-31,Alt Commodities,2.3841848
2013-02-28,Alt Commodities,-4.098581300000004
2013-03-31,Alt Commodities,0.6633224500000034
2013-04-30,Alt Commodities,-2.799737000000002
2013-05-31,Alt Commodities,-2.253266300000001
2013-06-30,Alt Commodities,-4.721823000000002
2013-07-31,Alt Commodities,1.3544766000000097
2013-08-31,Alt Commodities,3.3934772000000057
2013-09-30,Alt Commodities,-2.5610325000000045
2013-10-31,Alt Commodities,-1.4888215000000038
2013-11-30,Alt Commodities,-0.8116136000000052
2013-12-31,Alt Commodities,1.2280768000000108
2014-01-31,Alt Commodities,0.29138054999999774
2014-02-28,Alt Commodities,6.223734000000003
2014-03-31,Alt Commodities,0.40064657000000725
2014-04-30,Alt Commodities,2.4262197000000096
2014-05-31,Alt Commodities,-2.8817074
2014-06-30,Alt Commodities,0.5883671999999951
2014-07-31,Alt Commodities,-4.989975000000002
2014-08-31,Alt Commodities,-1.0541887000000028
2014-09-30,Alt Commodities,-6.230668500000003
2014-10-31,Alt Commodities,-0.8088552999999998
2014-11-30,Alt Commodities,-4.071310000000006
2014-12-31,Alt Commodities,-7.631169299999996
2015-01-31,Alt Commodities,-3.3456235000000056
2015-02-28,Alt Commodities,2.5698704999999933
2015-03-31,Alt Commodities,-5.142701999999999
2015-04-30,Alt Commodities,5.725926400000003
2015-05-31,Alt Commodities,-2.7027664000000007
2015-06-30,Alt Commodities,1.7220446000000056
2015-07-31,Alt Commodities,-10.624126999999994
2015-08-31,Alt Commodities,-0.9296839000000001
2015-09-30,Alt Commodities,-3.424815400000003
2015-10-31,Alt Commodities,-0.4496068400000053
2015-11-30,Alt Commodities,-7.265499600000003
2015-12-31,Alt Commodities,-3.112338299999995
2016-01-31,Alt Commodities,-1.700767000000003
2016-02-29,Alt Commodities,-1.6555481000000039
2016-03-31,Alt Commodities,3.788988800000004
2016-04-30,Alt Commodities,8.48737100000001
2016-05-31,Alt Commodities,-0.21542092999999873
2016-06-30,Alt Commodities,4.101737500000002
2016-07-31,Alt Commodities,-5.137944999999999
2016-08-31,Alt Commodities,-1.7919185999999976
2016-09-30,Alt Commodities,3.0993105999999937
2016-10-31,Alt Commodities,-0.5193804000000024
2016-11-30,Alt Commodities,1.2913960999999974
2016-12-31,Alt Commodities,1.7546760000000106
2017-01-31,Alt Commodities,0.08339711000000527
2017-02-28,Alt Commodities,0.16299692999999227
2017-03-31,Alt Commodities,-2.725208999999995
2017-04-30,Alt Commodities,-1.5730896999999966
2017-05-31,Alt Commodities,-1.415691100000005
2017-06-30,Alt Commodities,-0.27987512999999575
2017-07-31,Alt Commodities,2.1642017000000013
2017-08-31,Alt Commodities,0.31042307999999963
2017-09-30,Alt Commodities,-0.236547340000004
2017-10-31,Alt Commodities,2.041616200000007
2017-11-30,Alt Commodities,-0.5667577999999951
2017-12-31,Alt Commodities,2.869833700000002
2018-01-31,Alt Commodities,1.8450475999999938
2018-02-28,Alt Commodities,-1.8515524999999977
2018-03-31,Alt Commodities,-0.7629890000000028
2018-04-30,Alt Commodities,2.419239800000006
2018-05-31,Alt Commodities,1.2464441000000104
2018-06-30,Alt Commodities,-3.6498706000000047
2018-07-31,Alt Commodities,-2.308149000000004
2018-08-31,Alt Commodities,-1.9495182
2018-09-30,Alt Commodities,1.7451601000000094
2018-10-31,Alt Commodities,-2.3655124000000027
2018-11-30,Alt Commodities,-0.7624100999999994
2018-12-31,Alt Commodities,-7.082883400000006
2019-01-31,Alt Commodities,5.221408400000005
2019-02-28,Alt Commodities,0.8180046699999943
2019-03-31,Alt Commodities,-0.3770282600000008
2019-04-30,Alt Commodities,-0.6406190400000011
2019-05-31,Alt Commodities,-3.5655859999999984
2019-06-30,Alt Commodities,2.502256199999997
2019-07-31,Alt Commodities,-0.8691596999999995
2019-08-31,Alt Commodities,-2.4875438000000027
2019-09-30,Alt Commodities,1.0004354999999965
2019-10-31,Alt Commodities,1.8667699999999954
2019-11-30,Alt Commodities,-2.6856784999999994
2019-12-31,Alt Commodities,4.892194300000008
2020-01-31,Alt Commodities,-7.483129499999997
2020-02-29,Alt Commodities,-5.156855000000005
2020-03-31,Alt Commodities,-12.852810000000003
2020-04-30,Alt Commodities,-1.552424100000005
2020-05-31,Alt Commodities,4.326176000000004
2020-06-30,Alt Commodities,2.267927600000008
2020-07-31,Alt Commodities,5.694816599999997
2020-08-31,Alt Commodities,6.754138499999995
2020-09-30,Alt Commodities,-3.359860700000006
2020-10-31,Alt Commodities,1.4002292000000027
2020-11-30,Alt Commodities,3.5041367999999906
2020-12-31,Alt Commodities,4.966372500000005
2021-01-31,Alt Commodities,2.6185606000000083
2021-02-28,Alt Commodities,6.466496499999996
2021-03-31,Alt Commodities,-2.1499489999999954
2021-04-30,Alt Commodities,8.288801000000001
2021-05-31,Alt Commodities,2.727097300000003
2021-06-30,Alt Commodities,1.8485252999999924
2021-07-31,Alt Commodities,1.83421829999999
2021-08-31,Alt Commodities,-0.30076062999999653
2021-09-30,Alt Commodities,4.971974000000001
2021-10-31,Alt Commodities,2.5799746999999984
2021-11-30,Alt Commodities,-7.314935700000003
2021-12-31,Alt Commodities,3.5195727000000065
2022-01-31,Alt Commodities,8.766326999999997
2022-02-28,Alt Commodities,6.2018423000000045
2022-03-31,Alt Commodities,8.6064205
2022-04-30,Alt Commodities,4.076719799999995
2022-05-31,Alt Commodities,1.4368383999999956
2022-06-30,Alt Commodities,-10.883471499999997
2022-07-31,Alt Commodities,4.082608999999993
2022-08-31,Alt Commodities,-0.15253539999999788
2022-09-30,Alt Commodities,-8.346089999999995
2022-10-31,Alt Commodities,1.672429700000011
2022-11-30,Alt Commodities,2.381677399999993
2022-12-31,Alt Commodities,-2.7985008000000033
2023-01-31,Alt Commodities,-0.8910713000000015
2023-02-28,Alt Commodities,-5.045630499999998
2023-03-31,Alt Commodities,-0.6137174999999995
2023-04-30,Alt Commodities,-1.1335345999999968
2023-05-31,Alt Commodities,-6.084252000000001
2023-06-30,Alt Commodities,3.586630599999996
2023-07-31,Alt Commodities,5.77574970000001
2004-06-30,Alt HF Crowding,-1.6961004999999973
2004-07-31,Alt HF Crowding,-0.9096924700000009
2004-08-31,Alt HF Crowding,-0.2732278700000035
2004-09-30,Alt HF Crowding,4.921442499999995
2004-10-31,Alt HF Crowding,-0.14488767000000458
2004-11-30,Alt HF Crowding,1.3806693999999897
2004-12-31,Alt HF Crowding,3.6690427999999997
2005-01-31,Alt HF Crowding,0.5832947999999893
2005-02-28,Alt HF Crowding,-0.5821034000000003
2005-03-31,Alt HF Crowding,0.18342603999998985
2005-04-30,Alt HF Crowding,2.2246549999999976
2005-05-31,Alt HF Crowding,4.922342299999993
2005-06-30,Alt HF Crowding,4.415626000000006
2005-07-31,Alt HF Crowding,5.045667600000003
2005-08-31,Alt HF Crowding,6.188875000000005
2005-09-30,Alt HF Crowding,1.796208900000007
2005-10-31,Alt HF Crowding,1.1521247999999984
2005-11-30,Alt HF Crowding,0.633605699999995
2005-12-31,Alt HF Crowding,4.673546300000009
2006-01-31,Alt HF Crowding,3.677730999999995
2006-02-28,Alt HF Crowding,-4.033049600000005
2006-03-31,Alt HF Crowding,2.9391439999999935
2006-04-30,Alt HF Crowding,0.9632599999999991
2006-05-31,Alt HF Crowding,1.0650126999999898
2006-06-30,Alt HF Crowding,3.3298979000000006
2006-07-31,Alt HF Crowding,-1.2243404000000013
2006-08-31,Alt HF Crowding,-2.5094397000000046
2006-09-30,Alt HF Crowding,-0.2633285000000041
2006-10-31,Alt HF Crowding,3.426992399999995
2006-11-30,Alt HF Crowding,3.541659599999991
2006-12-31,Alt HF Crowding,0.5223986499999889
2007-01-31,Alt HF Crowding,1.2065929999999891
2007-02-28,Alt HF Crowding,1.769076699999994
2007-03-31,Alt HF Crowding,3.1842004999999896
2007-04-30,Alt HF Crowding,-2.9753205999999977
2007-05-31,Alt HF Crowding,4.833211399999993
2007-06-30,Alt HF Crowding,4.418253999999999
2007-07-31,Alt HF Crowding,6.221264000000004
2007-08-31,Alt HF Crowding,-1.4472641000000008
2007-09-30,Alt HF Crowding,3.77846770000001
2007-10-31,Alt HF Crowding,14.158614000000004
2007-11-30,Alt HF Crowding,-0.9306630999999954
2007-12-31,Alt HF Crowding,1.9341749999999935
2008-01-31,Alt HF Crowding,-1.7551599000000029
2008-02-29,Alt HF Crowding,8.748449999999997
2008-03-31,Alt HF Crowding,-2.8209406999999964
2008-04-30,Alt HF Crowding,7.668699699999992
2008-05-31,Alt HF Crowding,8.655615999999998
2008-06-30,Alt HF Crowding,2.1777640000000043
2008-07-31,Alt HF Crowding,-3.8994545999999963
2008-08-31,Alt HF Crowding,-2.149107699999997
2008-09-30,Alt HF Crowding,-16.288282
2008-10-31,Alt HF Crowding,-2.5646347999999985
2008-11-30,Alt HF Crowding,-5.509080399999999
2008-12-31,Alt HF Crowding,0.42918222999999145
2009-01-31,Alt HF Crowding,14.279159000000007
2009-02-28,Alt HF Crowding,2.629522299999998
2009-03-31,Alt HF Crowding,-1.584028999999998
2009-04-30,Alt HF Crowding,-0.5690849399999975
2009-05-31,Alt HF Crowding,2.350884200000003
2009-06-30,Alt HF Crowding,-0.6113523999999981
2009-07-31,Alt HF Crowding,-0.4643976400000027
2009-08-31,Alt HF Crowding,-7.0779413999999985
2009-09-30,Alt HF Crowding,1.688612299999992
2009-10-31,Alt HF Crowding,-1.248072499999997
2009-11-30,Alt HF Crowding,1.917061699999989
2009-12-31,Alt HF Crowding,2.8974853000000023
2010-01-31,Alt HF Crowding,-0.0994754699999989
2010-02-28,Alt HF Crowding,2.2611852000000043
2010-03-31,Alt HF Crowding,-1.5808218999999957
2010-04-30,Alt HF Crowding,-3.091135300000003
2010-05-31,Alt HF Crowding,0.4932002699999938
2010-06-30,Alt HF Crowding,0.3503889999999954
2010-07-31,Alt HF Crowding,0.6187536999999965
2010-08-31,Alt HF Crowding,-0.10395019000000172
2010-09-30,Alt HF Crowding,-0.7414291499999948
2010-10-31,Alt HF Crowding,1.2692863999999915
2010-11-30,Alt HF Crowding,-3.4201455000000047
2010-12-31,Alt HF Crowding,-1.6519170000000027
2011-01-31,Alt HF Crowding,-2.087676500000002
2011-02-28,Alt HF Crowding,0.6038712000000057
2011-03-31,Alt HF Crowding,1.9758366000000027
2011-04-30,Alt HF Crowding,0.47505545999999566
2011-05-31,Alt HF Crowding,0.4399234699999921
2011-06-30,Alt HF Crowding,0.08147484000000649
2011-07-31,Alt HF Crowding,5.746282600000008
2011-08-31,Alt HF Crowding,-0.7736227500000026
2011-09-30,Alt HF Crowding,-3.0328698000000043
2011-10-31,Alt HF Crowding,3.6118176
2011-11-30,Alt HF Crowding,1.896170999999991
2011-12-31,Alt HF Crowding,-3.2201559999999962
2012-01-31,Alt HF Crowding,2.337102400000002
2012-02-29,Alt HF Crowding,1.9188068000000058
2012-03-31,Alt HF Crowding,0.11112605000000997
2012-04-30,Alt HF Crowding,1.6171539999999984
2012-05-31,Alt HF Crowding,-4.604562300000003
2012-06-30,Alt HF Crowding,-6.557605
2012-07-31,Alt HF Crowding,0.416362970000006
2012-08-31,Alt HF Crowding,1.5875869999999903
2012-09-30,Alt HF Crowding,-0.21902097999999537
2012-10-31,Alt HF Crowding,2.5356909999999955
2012-11-30,Alt HF Crowding,0.726540270000009
2012-12-31,Alt HF Crowding,1.7160972000000108
2013-01-31,Alt HF Crowding,1.9061127999999927
2013-02-28,Alt HF Crowding,-0.4164960999999967
2013-03-31,Alt HF Crowding,0.9837987000000048
2013-04-30,Alt HF Crowding,-0.5910069300000043
2013-05-31,Alt HF Crowding,3.8579179999999935
2013-06-30,Alt HF Crowding,-0.40052356999999983
2013-07-31,Alt HF Crowding,0.654963800000008
2013-08-31,Alt HF Crowding,5.182097399999996
2013-09-30,Alt HF Crowding,4.741225199999999
2013-10-31,Alt HF Crowding,-2.1991634000000038
2013-11-30,Alt HF Crowding,0.37637874000000515
2013-12-31,Alt HF Crowding,0.17355153000000456
2014-01-31,Alt HF Crowding,4.422442400000004
2014-02-28,Alt HF Crowding,1.5220644000000005
2014-03-31,Alt HF Crowding,-6.2367653999999995
2014-04-30,Alt HF Crowding,-1.317391499999998
2014-05-31,Alt HF Crowding,1.9644903000000102
2014-06-30,Alt HF Crowding,2.7397783000000064
2014-07-31,Alt HF Crowding,0.24645539999998967
2014-08-31,Alt HF Crowding,-0.9666219400000009
2014-09-30,Alt HF Crowding,0.07478847999999871
2014-10-31,Alt HF Crowding,-2.166353700000001
2014-11-30,Alt HF Crowding,-1.548776900000004
2014-12-31,Alt HF Crowding,0.8142126999999943
2015-01-31,Alt HF Crowding,0.48495859999999613
2015-02-28,Alt HF Crowding,2.0441123999999977
2015-03-31,Alt HF Crowding,4.621677999999996
2015-04-30,Alt HF Crowding,-1.8689223999999949
2015-05-31,Alt HF Crowding,-1.1722491999999973
2015-06-30,Alt HF Crowding,0.0175989289999956
2015-07-31,Alt HF Crowding,1.6324323000000085
2015-08-31,Alt HF Crowding,-0.43736814999999485
2015-09-30,Alt HF Crowding,-5.107071399999996
2015-10-31,Alt HF Crowding,-1.0675466999999994
2015-11-30,Alt HF Crowding,0.7153308399999947
2015-12-31,Alt HF Crowding,1.05347469999999
2016-01-31,Alt HF Crowding,-9.414638499999995
2016-02-29,Alt HF Crowding,-2.4689708000000032
2016-03-31,Alt HF Crowding,-3.3618119999999974
2016-04-30,Alt HF Crowding,-0.20738456000000127
2016-05-31,Alt HF Crowding,-2.3805791999999992
2016-06-30,Alt HF Crowding,-9.307164
2016-07-31,Alt HF Crowding,2.959997399999992
2016-08-31,Alt HF Crowding,5.7466226000000065
2016-09-30,Alt HF Crowding,1.5228851999999904
2016-10-31,Alt HF Crowding,5.009590599999991
2016-11-30,Alt HF Crowding,-2.591623300000001
2016-12-31,Alt HF Crowding,-3.246945400000001
2017-01-31,Alt HF Crowding,3.4574284999999927
2017-02-28,Alt HF Crowding,-1.7721133999999972
2017-03-31,Alt HF Crowding,2.385056699999999
2017-04-30,Alt HF Crowding,1.2223046999999987
2017-05-31,Alt HF Crowding,0.6054419999999894
2017-06-30,Alt HF Crowding,0.4645699599999942
2017-07-31,Alt HF Crowding,3.011368499999989
2017-08-31,Alt HF Crowding,1.457326400000003
2017-09-30,Alt HF Crowding,-2.2874547999999995
2017-10-31,Alt HF Crowding,-2.0759627999999974
2017-11-30,Alt HF Crowding,-3.806051300000002
2017-12-31,Alt HF Crowding,0.8070816000000036
2018-01-31,Alt HF Crowding,1.167797199999998
2018-02-28,Alt HF Crowding,4.502370400000011
2018-03-31,Alt HF Crowding,1.9500083999999918
2018-04-30,Alt HF Crowding,-1.985663900000001
2018-05-31,Alt HF Crowding,-0.5486121999999982
2018-06-30,Alt HF Crowding,1.3886550999999914
2018-07-31,Alt HF Crowding,-7.249384400000003
2018-08-31,Alt HF Crowding,-0.23380100000000015
2018-09-30,Alt HF Crowding,-5.737048
2018-10-31,Alt HF Crowding,-1.7702309000000027
2018-11-30,Alt HF Crowding,-2.943408999999997
2018-12-31,Alt HF Crowding,-0.1535562399999968
2019-01-31,Alt HF Crowding,2.154950599999994
2019-02-28,Alt HF Crowding,0.411195249999996
2019-03-31,Alt HF Crowding,-0.5457254600000017
2019-04-30,Alt HF Crowding,5.409769500000006
2019-05-31,Alt HF Crowding,3.75283099999999
2019-06-30,Alt HF Crowding,-4.917148599999999
2019-07-31,Alt HF Crowding,-1.7647027999999954
2019-08-31,Alt HF Crowding,-1.1545950999999999
2019-09-30,Alt HF Crowding,-7.085858
2019-10-31,Alt HF Crowding,1.9064862000000016
2019-11-30,Alt HF Crowding,2.3289818999999934
2019-12-31,Alt HF Crowding,-1.9814231000000015
2020-01-31,Alt HF Crowding,3.804801499999999
2020-02-29,Alt HF Crowding,11.423457000000003
2020-03-31,Alt HF Crowding,-1.1372230999999955
2020-04-30,Alt HF Crowding,-2.3339099999999946
2020-05-31,Alt HF Crowding,7.173750000000001
2020-06-30,Alt HF Crowding,6.8207984000000055
2020-07-31,Alt HF Crowding,0.9004093399999968
2020-08-31,Alt HF Crowding,4.288388300000001
2020-09-30,Alt HF Crowding,1.798024499999995
2020-10-31,Alt HF Crowding,-0.5762375600000036
2020-11-30,Alt HF Crowding,7.14126100000001
2020-12-31,Alt HF Crowding,2.3220462999999913
2021-01-31,Alt HF Crowding,-1.1731616000000056
2021-02-28,Alt HF Crowding,2.1722019000000037
2021-03-31,Alt HF Crowding,-13.247213999999996
2021-04-30,Alt HF Crowding,-3.1063406000000016
2021-05-31,Alt HF Crowding,-7.7323499999999985
2021-06-30,Alt HF Crowding,2.1872284000000075
2021-07-31,Alt HF Crowding,-13.698202999999998
2021-08-31,Alt HF Crowding,-2.0418177000000037
2021-09-30,Alt HF Crowding,-0.4558716000000018
2021-10-31,Alt HF Crowding,-7.331708400000004
2021-11-30,Alt HF Crowding,-9.723013000000002
2021-12-31,Alt HF Crowding,-8.051899000000006
2022-01-31,Alt HF Crowding,-0.9806023999999969
2022-02-28,Alt HF Crowding,0.9859084499999948
2022-03-31,Alt HF Crowding,-11.024741000000004
2022-04-30,Alt HF Crowding,-3.5677190000000025
2022-05-31,Alt HF Crowding,-5.794743000000002
2022-06-30,Alt HF Crowding,3.9216044000000005
2022-07-31,Alt HF Crowding,-4.677349600000003
2022-08-31,Alt HF Crowding,6.16440869999999
2022-09-30,Alt HF Crowding,3.2731671000000073
2022-10-31,Alt HF Crowding,-12.925271000000006
2022-11-30,Alt HF Crowding,0.7707876000000002
2022-12-31,Alt HF Crowding,-0.9979549600000026
2023-01-31,Alt HF Crowding,9.544558999999996
2023-02-28,Alt HF Crowding,3.965061000000003
2023-03-31,Alt HF Crowding,-1.5211580000000002
2023-04-30,Alt HF Crowding,-7.902311000000006
2023-05-31,Alt HF Crowding,4.250161600000002
2023-06-30,Alt HF Crowding,-1.7443615999999995
2023-07-31,Alt HF Crowding,2.091113999999994
2004-06-30,Alt Oil,-6.036207699999996
2004-07-31,Alt Oil,12.600242999999999
2004-08-31,Alt Oil,2.247440799999989
2004-09-30,Alt Oil,9.045904999999998
2004-10-31,Alt Oil,5.338307999999992
2004-11-30,Alt Oil,-7.557992999999996
2004-12-31,Alt Oil,-8.832316000000006
2005-01-31,Alt Oil,11.677584000000007
2005-02-28,Alt Oil,7.502805699999993
2005-03-31,Alt Oil,10.150484000000004
2005-04-30,Alt Oil,-4.108920000000005
2005-05-31,Alt Oil,-0.22762120999999524
2005-06-30,Alt Oil,10.684826000000003
2005-07-31,Alt Oil,6.631078999999995
2005-08-31,Alt Oil,10.79272899999999
2005-09-30,Alt Oil,-2.9884361999999998
2005-10-31,Alt Oil,-6.823362999999993
2005-11-30,Alt Oil,-3.9631128000000015
2005-12-31,Alt Oil,5.4631075999999945
2006-01-31,Alt Oil,9.632394
2006-02-28,Alt Oil,-5.315536499999995
2006-03-31,Alt Oil,4.8146330000000015
2006-04-30,Alt Oil,9.223347999999998
2006-05-31,Alt Oil,-2.7169604000000014
2006-06-30,Alt Oil,3.289692199999994
2006-07-31,Alt Oil,2.945897800000008
2006-08-31,Alt Oil,-4.502188699999998
2006-09-30,Alt Oil,-11.506530999999997
2006-10-31,Alt Oil,-5.783261299999998
2006-11-30,Alt Oil,4.802210300000009
2006-12-31,Alt Oil,-2.186810699999997
2007-01-31,Alt Oil,-6.829821000000003
2007-02-28,Alt Oil,6.987292299999992
2007-03-31,Alt Oil,6.094947999999989
2007-04-30,Alt Oil,2.669061199999989
2007-05-31,Alt Oil,-0.1425634600000003
2007-06-30,Alt Oil,5.802171699999992
2007-07-31,Alt Oil,7.532236599999997
2007-08-31,Alt Oil,-6.303387999999998
2007-09-30,Alt Oil,8.246238999999989
2007-10-31,Alt Oil,11.834147999999999
2007-11-30,Alt Oil,-0.5563070000000003
2007-12-31,Alt Oil,4.690422500000002
2008-01-31,Alt Oil,-3.0227157999999976
2008-02-29,Alt Oil,7.204359000000005
2008-03-31,Alt Oil,0.42198807000000116
2008-04-30,Alt Oil,10.284023999999992
2008-05-31,Alt Oil,14.883479
2008-06-30,Alt Oil,9.735500000000009
2008-07-31,Alt Oil,-6.786998999999994
2008-08-31,Alt Oil,-9.055038999999997
2008-09-30,Alt Oil,-14.274821999999999
2008-10-31,Alt Oil,-33.034973
2008-11-30,Alt Oil,-21.227919000000007
2008-12-31,Alt Oil,-17.406396999999995
2009-01-31,Alt Oil,1.3243431999999888
2009-02-28,Alt Oil,3.4024920000000014
2009-03-31,Alt Oil,10.791861999999997
2009-04-30,Alt Oil,6.049463300000002
2009-05-31,Alt Oil,23.71195399999999
2009-06-30,Alt Oil,10.680687999999993
2009-07-31,Alt Oil,-1.9790721999999983
2009-08-31,Alt Oil,2.80978919999999
2009-09-30,Alt Oil,-2.6789233999999995
2009-10-31,Alt Oil,8.166992999999989
2009-11-30,Alt Oil,3.3983332999999893
2009-12-31,Alt Oil,-0.17002726000000523
2010-01-31,Alt Oil,-4.295783499999994
2010-02-28,Alt Oil,4.208169000000006
2010-03-31,Alt Oil,5.780738399999996
2010-04-30,Alt Oil,6.72644899999999
2010-05-31,Alt Oil,-12.771704000000007
2010-06-30,Alt Oil,-0.4939005700000054
2010-07-31,Alt Oil,1.0776158999999952
2010-08-31,Alt Oil,-4.667132399999996
2010-09-30,Alt Oil,7.112160700000003
2010-10-31,Alt Oil,2.260108500000002
2010-11-30,Alt Oil,3.965379000000002
2010-12-31,Alt Oil,8.802537
2011-01-31,Alt Oil,3.5901326999999927
2011-02-28,Alt Oil,8.24721100000001
2011-03-31,Alt Oil,7.551060700000001
2011-04-30,Alt Oil,7.698172000000003
2011-05-31,Alt Oil,-8.365843000000005
2011-06-30,Alt Oil,-3.9803020000000022
2011-07-31,Alt Oil,1.7375165000000026
2011-08-31,Alt Oil,-5.305194400000001
2011-09-30,Alt Oil,-6.743256600000002
2011-10-31,Alt Oil,7.242451999999999
2011-11-30,Alt Oil,4.880841700000005
2011-12-31,Alt Oil,-1.9786178000000043
2012-01-31,Alt Oil,1.7821716000000043
2012-02-29,Alt Oil,8.972142999999999
2012-03-31,Alt Oil,2.266860000000004
2012-04-30,Alt Oil,-2.107168699999995
2012-05-31,Alt Oil,-14.191564000000001
2012-06-30,Alt Oil,-6.004017400000006
2012-07-31,Alt Oil,5.320707000000002
2012-08-31,Alt Oil,9.344120999999994
2012-09-30,Alt Oil,-1.5988188000000014
2012-10-31,Alt Oil,-3.529806999999996
2012-11-30,Alt Oil,2.2547542999999948
2012-12-31,Alt Oil,1.9635934999999938
2013-01-31,Alt Oil,6.157919399999989
2013-02-28,Alt Oil,-0.6440064299999992
2013-03-31,Alt Oil,0.2902065200000026
2013-04-30,Alt Oil,-3.812629199999995
2013-05-31,Alt Oil,-0.38259400000000277
2013-06-30,Alt Oil,1.0589186000000028
2013-07-31,Alt Oil,6.615806600000007
2013-08-31,Alt Oil,3.3181786999999963
