name,date,value,in counts,master version,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",4/30/22,-6.140997,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",5/31/22,0.75681096,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",6/30/22,-10.993903,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",7/31/22,8.886102,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",8/31/22,-1.0531873,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",9/30/22,-7.1514435,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",10/31/22,5.274771,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",11/30/22,4.251119,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",12/31/22,-2.772056,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",1/31/23,1.6676078,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",2/28/23,-0.4385532,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",3/31/23,-0.311352,valid,.,,,,,,,,,,,,,,,
"iCapital - Soroban Opportunities Fund, L.P.",4/30/23,1.176054,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",2/29/20,-0.024573578,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",3/31/20,-9.043457,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",4/30/20,5.545158,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",5/31/20,3.5189624,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",6/30/20,3.4384952,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",7/31/20,1.254764,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",8/31/20,4.293225,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",9/30/20,0.1364172,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",10/31/20,-0.9985366,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",11/30/20,4.806445,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",12/31/20,2.089179,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",1/31/21,-0.7507382,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",2/28/21,4.383235,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",3/31/21,-0.18043375,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",4/30/21,2.5059152,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",5/31/21,-1.6056156,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",6/30/21,1.2277887,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",7/31/21,-0.29587987,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",8/31/21,0.7945374,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",9/30/21,0.63168687,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",10/31/21,1.6280115,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",11/30/21,-3.703922,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",12/31/21,0.058687937,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",1/31/22,-2.455031,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",2/28/22,-0.8115815,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",3/31/22,0.46063724,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",4/30/22,-3.11431,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",5/31/22,-3.5575883,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",6/30/22,-3.309521,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",7/31/22,2.0623443,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",8/31/22,0.7029867,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",9/30/22,-3.8809433,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",10/31/22,0.53418237,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",11/30/22,0.37021494,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",12/31/22,0.4378913,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",1/31/23,3.8129892,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",2/28/23,1.0019081,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",3/31/23,-0.21889329,valid,.,,,,,,,,,,,,,,,
"OZDPII HedgeFocus Fund, L.P.",4/30/23,1.1078163,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),10/31/20,6.88,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),11/30/20,1.27,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),12/31/20,15.41,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),1/31/21,0.2,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),2/28/21,1.5,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),3/31/21,3,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),4/30/21,3.9,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),5/31/21,5.2,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),6/30/21,1.1,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),7/31/21,5.1,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),8/31/21,6,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),9/30/21,-0.1,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),10/31/21,-0.9,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),11/30/21,1.9,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),12/31/21,2.4,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),1/31/22,0.4,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),2/28/22,0.8,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),3/31/22,2.5,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),4/30/22,2.4,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),5/31/22,0.7,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),6/30/22,-0.1,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),7/31/22,0.3,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),8/31/22,-0.9,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),9/30/22,-0.1,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),10/31/22,0.6,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),11/30/22,1.5,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),12/31/22,0.5,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),1/31/23,5.1,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),2/28/23,-0.5,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),3/31/23,0.9,valid,.,,,,,,,,,,,,,,,
StepStone Private Markets (SPRIM),4/30/23,0.7,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",8/31/22,-0.7806713,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",9/30/22,-1.528609,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",10/31/22,0.7740166,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",11/30/22,2.2238379,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",12/31/22,-1.0196724,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",1/31/23,-0.4487778,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",2/28/23,-0.92551893,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",3/31/23,2.1929584,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",4/30/23,0.6690275,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",5/31/23,-1.5957562,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",6/30/23,1.5314394,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",7/31/23,0.2471509,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",8/31/23,-1.6208707,valid,.,,,,,,,,,,,,,,,
"WMA Systematic Equity Alpha Long/Short Onshore Fund (iCapital), L.P.",9/30/23,-0.23125966,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,11/30/17,0.3697361,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,12/31/17,0.3697361,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,1/31/18,0.3697361,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,2/28/18,0.3778582,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,3/31/18,0.3697124,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,4/30/18,0.3724689,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,5/31/18,0.401921437,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,6/30/18,0.426605694,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,7/31/18,0.396582006,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,8/31/18,0.409454041,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,9/30/18,0.694775988,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,10/31/18,0.379939737,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,11/30/18,0.454588601,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,12/31/18,0.373512605,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,1/31/19,0.293703762,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,2/28/19,0.413044124,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,3/31/19,0.451749484,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,4/30/19,0.302460495,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,5/31/19,0.295115934,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,6/30/19,0.476997996,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,7/31/19,0.27424201,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,8/31/19,0.205767425,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,9/30/19,0.633200097,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,10/31/19,0.392326753,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,11/30/19,0.428947262,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,12/31/19,0.461953273,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,1/31/20,-0.336333981,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,2/28/20,1.010016883,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,3/31/20,0.324580287,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,4/30/20,0.354401354,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,5/31/20,0.335952838,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,6/30/20,0.364865999,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,7/31/20,0.372327279,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,8/31/20,0.450278284,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,9/30/20,0.597202665,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,10/31/20,0.383240676,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,11/30/20,0.503309803,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,12/31/20,0.747297021,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,1/31/21,0.569152654,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,2/28/21,0.614460396,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,3/31/21,0.516820035,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,4/30/21,0.856736924,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,5/31/21,1.440470537,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,6/30/21,2.389738478,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,7/31/21,1.687415803,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,8/31/21,2.464725938,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,9/30/21,5.84519671,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,10/31/21,2.791962054,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,11/30/21,1.557330809,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,12/31/21,4.818848599,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,1/31/22,2.984106629,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,2/28/22,6.041058287,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,3/31/22,7.073257335,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,4/30/22,4.319033935,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,5/31/22,1.589810702,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,6/30/22,0.079544039,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,7/31/22,0.587808852,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,8/31/22,0.467557979,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,9/30/22,0.396751537,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,10/31/22,0.14,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,11/30/22,0.08,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,12/31/22,-0.299151124,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,1/31/23,-0.51,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,2/28/23,-0.54,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,3/31/23,-0.06,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,4/30/23,-0.28,valid,.,,,,,,,,,,,,,,,
Ares Industrial REIT Class T,5/31/23,-2.46,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,4/30/22,-0.62,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,5/31/22,-0.06,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,6/30/22,1.32,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,7/31/22,-0.57,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,8/31/22,0.51,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,9/30/22,-0.69,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,10/31/22,0.27,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,11/30/22,0.44,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,12/31/22,3.02,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,1/31/23,0.64,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,2/28/23,-0.41,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,3/31/23,5.44,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,4/30/23,0.31,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,5/31/23,-0.71,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,6/30/23,0.6,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,7/31/23,-0.24,valid,.,,,,,,,,,,,,,,,
Ares Private Markets Class I,8/31/23,4.6,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,2/28/18,0.13,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,3/31/18,-0.19,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,4/30/18,0.26,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,5/31/18,0.48,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,6/30/18,1.03,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,7/31/18,0.53,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,8/31/18,0.74,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,9/30/18,0.39,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,10/31/18,0.58,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,11/30/18,0.47,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,12/31/18,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,1/31/19,0.74,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,2/28/19,0.38,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,3/31/19,0.61,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,4/30/19,0.5,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,5/31/19,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,6/30/19,0.5,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,7/31/19,0.61,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,8/31/19,0.51,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,9/30/19,0.53,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,10/31/19,0.56,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,11/30/19,0.53,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,12/31/19,0.48,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,1/31/20,0.61,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,2/29/20,0.47,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,3/31/20,-0.27,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,4/30/20,0.73,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,5/31/20,0.68,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,6/30/20,0.63,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,7/31/20,0.83,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,8/31/20,0.66,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,9/30/20,0.6,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,10/31/20,0.59,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,11/30/20,0.52,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,12/31/20,0.51,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,1/31/21,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,2/28/21,0.47,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,3/31/21,0.5,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,4/30/21,0.53,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,5/31/21,0.54,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,6/30/21,0.5,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,7/31/21,0.56,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,8/31/21,0.53,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,9/30/21,0.52,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,10/31/21,0.51,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,11/30/21,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,12/31/21,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,1/31/22,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,2/28/22,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,3/31/22,0.52,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,4/30/22,0.41,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,5/31/22,0.56,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,6/30/22,0.49,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,7/31/22,0.52,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,8/31/22,0.55,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,9/30/22,0.56,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,10/31/22,0.4,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,11/30/22,0.51,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,12/31/22,0.29,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,1/31/23,0.68,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,2/28/23,0.62,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,3/31/23,0.37,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,4/30/23,0.53,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,5/31/23,0.68,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,6/30/23,0.57,valid,.,,,,,,,,,,,,,,,
FS Credit Real Estate Income Trust REIT,7/31/23,0.78,,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",10/31/15,1.38,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",11/30/15,0,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",12/31/15,0.1,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",1/31/16,-0.68,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",2/29/16,-0.2,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",3/31/16,0.69,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",4/30/16,0,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",5/31/16,0.2,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",6/30/16,0,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",7/31/16,0.29,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",8/31/16,0.29,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",9/30/16,-0.1,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",10/31/16,-0.48,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",11/30/16,1.85,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",12/31/16,0.1,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",1/31/17,0,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",2/28/17,1.24,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",3/31/17,1.04,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",4/30/17,0,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",5/31/17,8.96,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",6/30/17,0.51,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",7/31/17,0.6,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",8/31/17,2.71,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",9/30/17,0.33,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",10/31/17,1.23,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",11/30/17,0.89,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",12/31/17,0.07,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",1/31/18,1.93,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",2/28/18,0.47,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",3/31/18,2.59,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",4/30/18,1.07,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",5/31/18,0.45,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",6/30/18,0.91,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",7/31/18,2.54,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",8/31/18,1.17,valid,.,,,,,,,,,,,,,,,
"AMG Pantheon Fund, LLC",9/30/18,0.22,valid,.,,,,,,,,,,,,,,,
