,US Equities,Non-US Developed Equities,Emerging Markets Equities,US Fixed Income,Non-US Developed Fixed Income,Emerging Markets Fixed Income,Commodity,REITs,Cash,Private Equity,Private Credit,Private Real Estate,Hedge Funds
2001-04-30,8.544005917,,,-1.682620401,,,,,,,,,0.82
2001-05-31,-0.560555925,,,0.208474658,,,,,,,,,0.86
2001-06-30,-2.382583969,,,0.463122174,,,,,,-1.397616468,1.869716559,1.270241443,0.55
2001-07-31,-1.019576191,,,2.895600191,,,,,,,,,0.55
2001-08-31,-5.93325048,,,1.242442346,,,,,,,,,0.44
2001-09-30,-8.163044243,-9.619848606,,2.477826069,,,,,,-6.603669926,1.044615835,0.124473382,-1.61
2001-10-31,1.302182972,1.823983942,,2.526241696,,,,,,,,,5.66
2001-11-30,7.797731131,3.344364296,,-2.647089071,,,,,,,,,2.42
2001-12-31,0.563716005,0.539352993,,-1.431114846,,,,,,-2.164705882,0.425120773,2.534187626,2.21
2002-01-31,-0.979877867,-5.783736192,,0.615815255,,,,,,,,,0.02
2002-02-28,-1.793603425,1.20106555,,1.116848098,,,,,,,,,1.03
2002-03-31,3.327065576,5.494507732,,-2.900024387,,,,,,-2.958152958,2.693861843,2.639432942,1.91
2002-04-30,-5.815578133,1.608331663,,2.788245056,,,,,,,,,1.12
2002-05-31,-0.593362693,0.533092831,,0.985295507,,,,,,,,,0.5
2002-06-30,-7.379283231,-3.28765021,,1.850574839,,,,,,-3.370508055,-1.433389545,-0.009086779,0.01
2002-07-31,-7.841551759,-9.531843139,,3.005713991,,,,,,,,,-0.63
2002-08-31,0.635965338,-0.979017649,,2.448935218,,,,,,,,,2.37
2002-09-30,-10.485130822,-10.357818996,,3.824047462,,,,,,-6.411900487,3.74489117,1.463104326,0.31
2002-10-31,8.228389774,3.834035955,,-1.327091317,,,,,,,,,1.76
2002-11-30,6.168097353,5.614567022,,-1.843224701,,,,,,,,,2.87
2002-12-31,-5.657148827,-3.348005223,,3.309628371,,,,,,-0.35626199,0.219880898,2.212270488,3.17
2003-01-31,-2.45948104,-4.302595674,,-0.655627843,,,,,,,,,1.19
2003-02-28,-1.347896774,-2.110818428,,2.213902759,,,,,,,,,1.23
2003-03-31,0.214425377,-2.318058562,,-0.479657489,,,,,,-2.00770077,1.581497395,4.118471784,0.25
2003-04-30,8.461175702,10.165561639,,0.186046236,,,,,,,,,4.91
2003-05-31,5.483625159,6.452256281,,3.799203416,,9.122802057,,,,,,,6.78
2003-06-30,1.065406661,1.938824595,,-0.856615436,,4.197446814,,,,5.500982318,5.138588913,-0.067328733,0.71
2003-07-31,1.802724674,1.514174332,,-5.676839774,,5.671398836,,,,,,,0.65
2003-08-31,2.062581593,3.292406274,,0.580627204,,7.98737104,,,,,,,3.67
2003-09-30,-1.090552708,3.020161936,,4.077550599,,-0.650493169,,,,2.59377494,2.9444492,3.360282971,2.7
2003-10-31,5.352677192,6.495726303,,-2.019014858,,9.1811998,,,,,,,3.61
2003-11-30,1.092117715,2.528091687,,0.17473222,,1.879918935,,,,,,,1.13
2003-12-31,5.030896573,8.346415752,,0.890295257,,8.984604523,,,,7.77907429,4.506526981,4.5791575,4.42
2004-01-31,1.976995018,1.125896584,,1.108649404,,2.421762048,,,,,,,2.02
2004-02-29,1.357067229,2.299018909,,1.589678542,,3.954732934,,,,,,,1.98
2004-03-31,-1.324771119,0.070671582,,1.328930929,,0.550016917,,,,2.574281246,7.176386347,3.054148812,1.81
2004-04-30,-1.892131086,-3.389832884,,-4.309733258,,-9.800564994,,,,,,,-2.28
2004-05-31,1.712328645,1.140352659,,-0.60805164,,1.168664361,,,,,,,0.0
2004-06-30,1.849922937,3.353570253,,0.612322481,,0.924133147,,,,2.486220242,1.521787544,5.995312618,0.9
2004-07-31,-3.221863458,-4.265735617,,1.319003584,,-3.637936639,,,,,,,0.19
2004-08-31,0.243594385,1.190648984,,2.760609686,,3.531302535,,,0.1833,,,,0.37
2004-09-30,1.003500052,2.071756425,,0.34858557,,6.976738266,,,0.048910347,3.375672274,6.164083065,3.808844508,3.17
2004-10-31,1.2884759,3.500706218,,0.98342189,,2.84637731,,5.671642551,0.137879705,,,,1.54
2004-11-30,4.451759693,6.081311659,,-1.896945396,,9.948706972,,3.954802308,0.044435367,,,,3.51
2004-12-31,3.012007895,4.806908414,,1.285000232,,4.745975302,,2.827684632,0.164815849,9.442107594,10.716991528,7.990930328,1.53
2005-01-31,-2.242078784,-1.903277579,,0.711756355,,-0.530098755,,-8.558798475,0.13949012,,,,-0.03
2005-02-28,2.090386164,3.784987746,,-1.254464914,,9.682241266,,3.171533393,0.109907676,,,,3.52
2005-03-31,-1.829208852,-2.623353453,,-0.548394291,,-7.910270488,,0.128215011,0.205788661,1.496915141,5.766718507,6.540688427,-1.12
2005-04-30,-1.873516314,-1.617673455,-2.330508978,2.463364387,,-1.247533413,,5.769973594,0.276823527,,,,-0.26
2005-05-31,3.222462486,-0.863723567,2.906722424,1.597712388,,3.160728605,,3.521255167,0.27665152,,,,1.03
2005-06-30,0.151182808,1.432720533,3.45699839,0.593700754,,3.969022584,,4.597415148,0.189470182,5.779770802,0.576402776,8.414452075,1.49
2005-07-31,3.826145368,2.996755681,6.968218911,-1.914870917,,7.681565879,,7.137992002,0.149521179,,,,1.71
2005-08-31,-0.937449541,3.836174728,1.428572864,1.981641898,,1.32295855,,-4.054698327,0.332045696,,,,1.07
2005-09-30,0.802284801,3.694449201,8.225352336,-1.729317651,,8.65335214,,1.336724004,0.185369316,5.463966086,3.32748538,7.447394514,4.27
2005-10-31,-2.365084216,-3.184167361,-5.656780279,-1.179744018,,-6.338358164,,-2.878409886,0.226696294,,,,-0.6
2005-11-30,4.395238598,2.311111718,6.970759662,0.582775998,,5.78616137,,4.156019378,0.320045334,,,,2.44
2005-12-31,-0.19160807,5.182049659,6.529362873,1.220423511,,6.105350074,,0.024244173,0.356876299,7.217507816,2.716622333,11.196554906,2.57
2006-01-31,2.401413945,5.771493959,11.629433056,-0.572884263,,14.198296772,,7.538614594,0.287909354,,,,5.06
2006-02-28,0.572548283,-0.699966823,-2.148320452,-0.080722733,,-3.849969679,,1.857923867,0.281393234,,,,1.08
2006-03-31,1.650753491,4.005124855,1.172929163,-1.392308798,,2.167184219,,4.715042545,0.351668091,5.007081563,3.024960053,7.625633933,1.44
2006-04-30,1.263190334,4.790513066,7.803214255,-0.611821991,,6.515149252,,-3.401060465,0.351106503,,,,3.12
2006-05-31,-3.012093667,-3.821844152,-11.291882168,-0.092303998,,-11.142722536,,-2.697759687,0.35006904,,,,-1.88
2006-06-30,0.221816564,-0.061132982,-0.093252013,0.313381524,,0.213448424,,4.96098534,0.337619232,2.991113932,6.2306129,5.945853324,0.29
2006-07-31,0.48730556,0.810521655,1.851277458,1.554615565,,2.342917939,,3.891402958,0.485757315,,,,1.53
2006-08-31,2.182245224,2.548543107,1.481590791,1.865989066,,1.581687826,-7.133004926,3.484320767,0.453302226,,,,0.42
2006-09-30,2.700420727,0.221893397,1.083683876,1.138924457,,-0.870722772,-10.736261405,1.810118165,0.449659467,4.036668978,1.419725117,5.409995148,-0.23
2006-10-31,3.151669423,3.749077398,5.047650435,0.574960626,,7.057972892,-2.543380081,6.190011621,0.39461365,,,,1.87
2006-11-30,1.988533499,3.072983017,7.328133417,1.300171877,,5.984553397,5.0,4.781244294,0.422595834,,,,2.84
2006-12-31,1.336874885,3.197847112,4.01187466,-1.291894359,,5.459324935,-6.922183508,-1.842567527,0.383337261,9.72972973,5.524944155,17.387802071,1.97
2007-01-31,1.504025657,1.393061167,0.07752968,-0.365903886,,0.113863826,-2.545545296,8.779221462,0.397492131,,,,0.54
2007-02-28,-1.961739073,-0.080820093,-2.440282689,2.13883319,,-3.980753397,3.71318822,-2.817574152,0.422981861,,,,0.84
2007-03-31,1.159083999,2.803990187,4.380623049,-0.137147637,,6.150344174,2.469135802,-1.954614201,0.424500197,5.870841487,2.079217236,2.999705911,1.37
2007-04-30,4.429577554,3.802780466,3.803729438,0.582615888,,3.725321476,0.457831325,-0.126024231,0.405636929,,,,2.4
2007-05-31,3.392002041,2.362305587,6.65689271,-1.470323844,,4.932141667,-1.175341809,-0.378549759,0.425634429,,,,2.72
2007-06-30,-1.462329423,-0.320870577,4.546497088,-0.45731129,,3.824922311,3.131067961,-9.007732973,0.424826218,8.566511569,8.493087558,6.925541702,1.13
2007-07-31,-3.131023906,-2.290454044,3.51626745,2.160933382,,0.698820113,4.777594728,-8.259339413,0.440155763,,,,2.1
2007-08-31,1.283282845,-0.633552758,-0.010581488,2.144731914,,1.040962175,-3.189577718,6.744509723,0.658821122,,,,-1.14
2007-09-30,3.871231982,5.317520638,9.831727446,0.346577791,,11.571479152,9.443155452,3.917264008,0.492687259,3.317090354,2.255447479,-0.537028246,3.92
2007-10-31,1.356665034,4.249909645,13.008285032,1.098012441,,11.870192023,5.999576002,2.099076952,0.332969578,,,,3.07
2007-11-30,-3.873261929,-3.623692263,-8.526602502,3.775457528,,-7.649980001,-0.46,-9.470944716,0.717404011,,,,0.38
2007-12-31,-1.125794204,-2.981057224,-0.945574216,0.054427404,,-1.406804716,5.967450271,-5.412978194,0.240299351,3.096942834,-0.228462241,-2.887569728,1.21
2008-01-31,-6.04609872,-7.847135183,-9.02204913,3.360182061,,-8.922153832,-0.455062571,-0.780996358,0.824010517,,,,0.6
2008-02-29,-2.584261046,-1.022947201,2.877014694,1.37768824,,1.994300448,11.257142857,-3.181369816,0.343224679,,,,4.85
2008-03-31,-0.894263544,0.41899478,-3.677524693,1.32842625,,-3.753045187,-0.941619586,6.485295283,0.312962084,-1.510224329,-1.711145343,-3.087083397,-1.33
2008-04-30,4.766233848,5.438108531,8.433478427,-2.411862148,,9.138267471,8.19218804,6.379225393,0.004228852,,,,1.35
2008-05-31,1.511645567,1.187179507,1.785012226,-1.726067688,,3.163778353,8.466453674,-0.210936897,0.003538277,,,,1.82
2008-06-30,-8.357430926,-8.78639309,-9.809210414,0.965849506,,-9.269671401,10.324005891,-10.615390373,0.135916817,-0.878616599,0.779396815,-2.196513471,1.05
2008-07-31,-0.898578109,-3.320226085,-4.722222528,0.591596251,,-5.503977446,-13.322653851,3.115371988,0.251643438,,,,-1.44
2008-08-31,1.54537542,-4.247627466,-7.916573919,1.695927802,,-6.315790972,-7.484983829,2.37383838,0.177771359,,,,-1.05
2008-09-30,-9.417419195,-11.436212592,-15.586947369,-0.033789375,,-14.681647821,-10.43782254,-0.12373051,0.35559827,-7.61630533,-9.604068594,-3.837054801,-3.48
2008-10-31,-16.518665453,-20.834812718,-27.264855441,-1.243308679,,-25.577991487,-29.665427509,-31.726972783,0.349378882,,,,-3.37
2008-11-30,-6.960652842,-6.371999887,-8.647363981,7.991264772,,-9.752261231,-14.878435518,-22.717416598,0.381308634,,,,1.42
2008-12-31,0.980017818,8.868699368,7.653066553,5.211914325,,10.335461384,-11.176653213,16.710921243,0.234112719,-14.948359103,-15.841353978,-23.074849189,1.9
2009-01-31,-8.211436537,-13.731607679,-8.909626926,-3.920681775,,-9.291148554,-10.346032856,-17.530865837,0.017022026,,,,1.47
2009-02-28,-10.744899042,-10.387596743,-2.375411524,-0.792171639,-2.790942685,-6.269319577,-6.1208577,-20.525617143,-0.02853456,,,,-0.21
2009-03-31,8.331673452,8.391002314,12.404578652,3.514891888,3.297057798,16.862933687,4.568106312,3.641429976,0.140511414,-4.296903068,-2.209944751,-6.956978884,2.47
2009-04-30,9.934607146,11.519022698,17.444823345,-2.745534192,1.447445151,15.558242629,-1.548848292,30.683692468,0.109105118,,,,2.51
2009-05-31,5.845345428,13.191794075,17.889412871,-2.026420709,5.051769721,15.940003769,21.500605083,2.615818149,0.03903227,,,,4.81
2009-06-30,-0.065284995,-1.404504463,-2.452485252,-0.339356049,0.151138328,-2.248560381,-0.232403718,-4.760439256,0.037750254,1.922066221,8.593220339,-11.112157454,-0.23
2009-07-31,7.46057674,10.04147723,10.905093243,0.642599581,3.03231784,11.014582077,0.732113145,10.770719983,0.058250214,,,,2.64
2009-08-31,3.693958341,4.503073104,-0.708416857,0.942239852,1.044631705,-1.313581046,0.42946812,14.32314069,0.069606449,,,,0.94
2009-09-30,3.546037126,3.79650731,9.960044663,1.092049558,2.527893039,10.195409518,-2.368421053,6.592764374,0.056658179,4.987108656,10.675823318,-1.9387647,2.84
2009-10-31,-1.922531058,-2.523773133,-2.413702316,-0.061663278,-0.310229124,-3.44384171,4.818059299,-4.463209875,0.037666466,,,,1.04
2009-11-30,6.160680582,3.92120024,7.18085286,1.997882169,2.598441095,7.852008054,1.285760206,6.56565708,0.073956834,,,,2.2
2009-12-31,1.910272232,0.709137133,3.117786382,-4.201085214,-5.315187008,3.275584603,0.983814662,7.386763771,-0.04427397,5.423800168,6.06402482,-4.55920484,0.84
2010-01-31,-3.634242724,-5.065122587,-6.731706941,2.218882677,-1.029125585,-7.759035228,-8.108108108,-5.520786725,0.104165702,,,,-0.28
2010-02-28,3.119471967,0.266767117,1.882844243,0.59740154,-0.018134238,1.776382326,5.916552668,5.583155823,0.011188054,,,,0.53
2010-03-31,6.088310003,6.385405451,8.187887293,-1.267973013,-1.225487225,8.110884191,0.613496933,10.186766117,-0.003364452,3.600665557,4.644772415,0.033959701,1.62
2010-04-30,1.547008515,-2.804572869,-0.213522587,1.631436804,-1.354303701,-0.166193268,3.145057766,7.150174684,0.019598591,,,,0.84
2010-05-31,-7.945459736,-11.192797552,-9.177367382,2.825423538,-3.301731946,-9.393577338,-13.596764157,-5.334608388,0.055504443,,,,-1.3
2010-06-30,-5.173860354,-2.062672216,-0.549738104,3.099108872,0.77297661,-1.399639862,0.072020166,-5.212282034,0.051943511,1.25273031,0.220236331,-0.260269322,0.27
2010-07-31,6.830071835,11.610405613,10.213214234,1.084043229,5.522803325,10.932475965,5.757466715,9.593462252,0.041499632,,,,1.49
2010-08-31,-4.49805074,-3.795030583,-2.555530306,3.355428107,0.70377536,-3.236714161,-5.47805376,-1.275761396,0.048116245,,,,0.86
2010-09-30,8.955595445,9.971966584,11.421570104,0.011302673,4.755743804,11.757364545,8.027357811,4.470714088,0.025935025,5.361334941,4.128808689,2.938506921,3.42
2010-10-31,3.820204492,3.805535054,3.101628524,-0.061624073,1.199603921,3.015410706,2.899033655,4.742702432,0.03532626,,,,1.69
2010-11-30,0.002110415,-4.823714945,-2.837636431,-0.828714154,-6.733796246,-2.905463275,1.230569948,-1.851512076,0.001593734,,,,0.16
2010-12-31,6.682768973,8.308437195,7.560993538,-3.447915982,2.916238973,7.283645926,9.08509277,4.550701506,0.022060279,6.871010478,4.736201299,3.93475146,2.15
2011-01-31,2.33002062,2.095500505,-3.43953574,0.030626093,1.007136005,-3.845348477,3.108504399,3.250857585,0.050484255,,,,-0.05
2011-02-28,3.473732653,3.54979593,-0.172081243,-0.206455582,0.769403903,-0.043657882,2.645051195,4.705265174,0.024391205,,,,1.48
2011-03-31,0.012263278,-2.388300274,5.472957135,-0.03620877,0.775137881,6.289584762,3.49127182,-1.610670894,0.028491365,5.522060066,4.572402836,3.764581124,0.77
2011-04-30,2.896145809,5.625831159,3.370787079,1.583733164,4.151330323,2.732688614,4.257028112,5.746538541,0.055374789,,,,1.7
2011-05-31,-1.121453647,-2.206114392,-2.944662299,2.588868587,-1.726146477,-2.939999864,-6.856702619,1.374736741,0.031816602,,,,-1.21
2011-06-30,-1.68727356,-1.210755835,-0.997761375,-0.400891922,0.258820884,-0.935664059,-5.955334988,-3.299257074,0.021678629,4.448123031,2.560492089,4.363822177,-1.03
2011-07-31,-2.000454413,-2.377785715,-0.617031471,3.019688785,1.756822859,-1.029412226,3.166226913,1.56406057,-0.021590247,,,,0.9
2011-08-31,-5.497564585,-8.754897192,-9.085264318,4.871313652,1.971933353,-9.254933265,-1.705029838,-5.619265388,0.095754173,,,,0.23
2011-09-30,-6.942113539,-10.808288065,-18.438425408,1.921135273,-4.482268095,-17.90643271,-12.720439433,-10.841937159,-0.017142332,-3.95194274,-4.559578004,-0.377007442,-1.64
2011-10-31,10.914714284,9.627459121,15.908457875,-1.400917915,0.594016043,16.298617891,10.268300762,14.291333307,0.030108768,,,,2.08
2011-11-30,-0.406374372,-2.176402702,-1.709605855,1.028503162,-4.773625018,-1.972314035,1.501952538,-3.801169779,0.021905897,,,,-0.04
2011-12-31,1.044917538,-2.174466834,-4.161219146,1.747187297,1.639036962,-4.26491005,-2.397158923,4.850344427,0.006185807,2.427210305,1.449878861,2.270605003,-0.28
2012-01-31,4.637450386,5.26953418,10.78251688,0.931235423,-1.271271476,10.991037251,2.395391146,6.379309751,0.015630734,,,,2.3
2012-02-29,4.340542217,4.833141844,5.433500182,-0.959677609,2.723652902,5.271906135,6.218537163,-1.150727888,-0.013873242,,,,1.45
2012-03-31,3.216299623,0.420782364,-2.599148898,-1.592581383,-1.105295036,-3.124294234,-3.038751045,5.200163257,0.007606266,5.58644702,3.981491847,2.710365707,-0.14
2012-04-30,-0.667566009,-2.076880058,-2.104899519,2.531895455,1.270038809,-1.699849303,-0.345025877,2.859387983,0.027246749,,,,-0.25
2012-05-31,-6.005576719,-11.144187495,-10.656799597,2.7694823,-3.376826012,-10.69524818,-12.781304097,-4.50588132,0.021139724,,,,-1.55
2012-06-30,4.062132364,7.043514101,5.023671596,-0.408724841,0.969139476,5.049749817,0.694674165,5.517062223,-0.000668308,1.136922925,1.195004665,1.356852103,0.48
2012-07-31,1.179236842,0.080064885,0.200351253,1.360778475,1.052668184,-0.038328755,5.880420499,2.002140707,0.040098777,,,,0.98
2012-08-31,2.505264811,3.199999822,0.244939106,-0.106247062,2.224163424,0.408999,7.167235495,-0.014984866,0.007181484,,,,1.3
2012-09-30,2.535405247,2.713176797,5.315376264,-0.223465009,1.675748805,5.2062114,-2.142443544,-1.864554343,0.025049891,2.798189693,4.028511649,1.814153164,1.08
2012-10-31,-1.819823684,1.084905453,-0.539308883,-0.317541418,1.427641035,-0.42347336,-4.023668639,-0.906738518,0.008013958,,,,-0.12
2012-11-30,0.569508151,2.790480107,1.253163169,1.004677995,-0.877444719,1.543134732,1.602959309,-0.26405741,0.021034953,,,,0.62
2012-12-31,0.889774388,4.380162031,7.07984836,-0.805128889,0.618029047,6.817703785,-0.515776699,3.722736279,0.028457978,3.020261314,3.814555991,2.276024664,1.2
2013-01-31,5.119022877,3.728455157,0.067368634,-1.525927998,0.155349484,-0.30439533,4.574565416,3.738600962,0.024778929,,,,1.89
2013-02-28,1.275884873,-1.297050087,-2.367591894,1.110428297,-2.673568178,-2.284292254,-5.103528726,1.215939443,0.007173266,,,,-0.02
2013-03-31,3.796937764,1.314094552,-1.2666328,0.435920415,-0.474698253,-1.006829437,1.10633067,2.872157031,0.023686761,3.446374414,3.648125041,2.79280078,0.55
2013-04-30,1.921236023,5.018650232,2.016553094,1.431783086,2.324004447,1.215806919,-4.893617021,6.73472256,0.02634945,,,,0.64
2013-05-31,2.357840598,-3.019050762,-5.075412165,-3.187686731,-3.139954568,-4.839454764,-1.537232343,-5.977683105,0.00141716,,,,0.74
2013-06-30,-1.331360017,-2.678615298,-5.340377905,-2.415895329,-2.239314648,-5.315291128,-0.029212243,-1.981896539,0.00700234,2.767412935,2.718200539,3.458685527,-1.57
2013-07-31,5.167684699,5.322864208,0.683080158,-0.412634154,2.530911966,1.324675597,5.649350649,0.902212307,0.034675827,,,,0.89
2013-08-31,-2.999229189,-1.95526135,-3.430620158,-1.108492444,-0.728889731,-2.53781209,3.103872157,-6.980097128,0.007499381,,,,-0.29
2013-09-30,3.164608657,7.82660119,7.288378415,1.535728513,2.889736173,7.193581836,-3.48733234,3.481858496,0.030328557,5.074562351,3.676402554,2.592746978,0.16
2013-10-31,4.630676712,3.258569017,4.310451132,0.879929154,1.376418256,4.171268248,-1.45151328,4.52071424,-0.004414632,,,,1.09
2013-11-30,2.963764074,0.546447919,-0.919622076,-0.894734708,-1.090656887,-0.247322747,-0.470072078,-5.250975349,-0.000749688,,,,0.62
2013-12-31,2.592790381,2.168071731,-0.284554553,-1.924423263,-0.079257418,-0.419058751,1.353904282,0.10186497,0.019158828,7.005635773,4.25405325,4.753778645,0.8
2014-01-31,-3.524825616,-5.194127359,-8.434612322,2.686078367,0.548956178,-8.625433283,-2.20565393,4.275091346,0.016823225,,,,-0.38
2014-02-28,4.551576706,6.131111761,3.238651284,0.521740286,2.201186175,3.3778465,4.796696315,5.065359625,0.012157316,,,,1.3
2014-03-31,0.829350245,-0.459192138,4.627349731,-0.560417733,0.224647889,3.875378494,-0.060624432,0.496887715,0.025727081,3.57911733,4.097588814,2.815918082,-0.4
